;;;;;;;h;h;MW/m2;MW/m2;MW/m2;m2;m2;m2;m2;;;;Mapping;;;
ID;NASA_Lat;NASA_Long;DEC_Lat;DEC_Long;CNTR_ID;class;VLH_wind;VLH_pv;a_spec_pv_r;a_spec_pv_u;a_spec_won;pv_area;wind_area;both_area;all_area;wind_wvlh;pv_wvlh;lu_not;_id1;_c;_id2;_won23
Lat310Lon322;310;322;65;21,25;SE;3;2481,40292;754,3616796;0,000412108;0,000403671;2,37704E-05;23251968;2123679744;0;2146931712;0,004423393;0,00377538;1;Lat310Lon322;SE;Lat310Lon322;Won_3
Lat311Lon309;311;309;65,5;13,125;NO;3;3240,26039;714,4815802;0,00043511;0,000426203;1,82035E-05;0;403895296;251465728;655361024;0,007732472;0,005675761;1;Lat311Lon309;NO;Lat311Lon309;Won_3
Lat311Lon310;311;310;65,5;13,75;NO;3;3212,33245;728,7518846;0,00042659;0,000417857;1,83617E-05;2583552;790566912;321221632;1114372096;0,007665826;0,005789122;1;Lat311Lon310;NO;Lat311Lon310;Won_3
Lat311Lon311;311;311;65,5;14,375;NO;3;3265,96559;743,8632227;0,000417924;0,000409369;1,80602E-05;0;548574208;327249920;875824128;0,007793814;0,005909165;1;Lat311Lon311;NO;Lat311Lon311;Won_3
Lat311Lon312;311;312;65,5;15;SE;3;2975,87433;751,8930153;0,000413461;0,000404997;1,98207E-05;0;870657024;61144064;931801088;0,005304847;0,003763025;1;Lat311Lon312;SE;Lat311Lon312;Won_3
Lat311Lon313;311;313;65,5;15,625;SE;3;2436,39059;752,2998631;0,000413237;0,000404778;2,42096E-05;2583552;840515584;6889472;849988608;0,004343153;0,003765061;1;Lat311Lon313;SE;Lat311Lon313;Won_3
Lat311Lon314;311;314;65,5;16,25;SE;3;2151,12617;748,1936362;0,000415505;0,000406999;2,74201E-05;2583552;1585439744;0;1588023296;0,003834636;0,00374451;1;Lat311Lon314;SE;Lat311Lon314;Won_3
Lat311Lon315;311;315;65,5;16,875;SE;3;2028,37696;745,7522769;0,000416865;0,000408332;2,90794E-05;0;2494850048;861184;2495711232;0,003615821;0,003732292;1;Lat311Lon315;SE;Lat311Lon315;Won_3
Lat311Lon316;311;316;65,5;17,5;SE;3;1922,17006;739,9070331;0,000420158;0,000411557;3,06862E-05;6889472;2555132928;0;2562022400;0,003426495;0,003703038;1;Lat311Lon316;SE;Lat311Lon316;Won_3
Lat311Lon317;311;317;65,5;18,125;SE;3;1859,4684;738,8959534;0,000420733;0,000412121;3,17209E-05;1722368;2366533632;0;2368256000;0,003314722;0,003697978;1;Lat311Lon317;SE;Lat311Lon317;Won_3
Lat311Lon318;311;318;65,5;18,75;SE;3;1833,61683;733,9776924;0,000423553;0,000414882;3,21681E-05;1722368;2546521088;0;2548243456;0,003268638;0,003673363;1;Lat311Lon318;SE;Lat311Lon318;Won_3
Lat311Lon319;311;319;65,5;19,375;SE;3;1781,25009;736,1168215;0,000422322;0,000413677;3,31138E-05;26696704;2678282240;0;2704978944;0,003175288;0,003684069;1;Lat311Lon319;SE;Lat311Lon319;Won_3
Lat311Lon320;311;320;65,5;20;SE;3;1764,62845;733,0338993;0,000424098;0,000415416;3,34257E-05;0;2946971648;0;2946971648;0,003145658;0,00366864;1;Lat311Lon320;SE;Lat311Lon320;Won_3
Lat311Lon321;311;321;65,5;20,625;SE;3;1837,85594;732,5647737;0,000424369;0,000415682;3,20939E-05;2583552;3247524864;0;3250108416;0,003276195;0,003666292;1;Lat311Lon321;SE;Lat311Lon321;Won_3
Lat311Lon322;311;322;65,5;21,25;SE;3;1953,02014;736,7179715;0,000421977;0,000413339;3,02014E-05;48226304;3056342016;0;3104568320;0,003481489;0,003687078;1;Lat311Lon322;SE;Lat311Lon322;Won_3
Lat311Lon323;311;323;65,5;21,875;SE;3;2332,76886;740,6666943;0,000419727;0,000411135;2,5285E-05;42198016;1624193024;3444736;1669835776;0,004158436;0,00370684;1;Lat311Lon323;SE;Lat311Lon323;Won_3
Lat312Lon309;312;309;66;13,125;NO;3;3170,61364;715,1370283;0,000434711;0,000425812;1,86033E-05;4305920;409923584;361697280;775926784;0,007566269;0,005680967;1;Lat312Lon309;NO;Lat312Lon309;Won_3
Lat312Lon310;312;310;66;13,75;NO;3;3019,92064;714,0879578;0,00043535;0,000426438;1,95316E-05;4305920;533934080;436620288;974860288;0,007206659;0,005672634;1;Lat312Lon310;NO;Lat312Lon310;Won_3
Lat312Lon311;312;311;66;14,375;NO;3;2896,78958;723,7857058;0,000429517;0,000420724;2,03619E-05;0;309165056;330694656;639859712;0,006912822;0,005749671;1;Lat312Lon311;NO;Lat312Lon311;Won_3
Lat312Lon312;312;312;66;15;SE;3;2759,58786;727,0869387;0,000427567;0,000418814;2,13742E-05;0;230797312;122288128;353085440;0,004919291;0,003638877;1;Lat312Lon312;SE;Lat312Lon312;Won_3
Lat312Lon313;312;313;66;15,625;SE;3;2595,02456;735,6015238;0,000422618;0,000413966;2,27297E-05;0;19807232;0;19807232;0,004625937;0,00368149;1;Lat312Lon313;SE;Lat312Lon313;Won_3
Lat312Lon314;312;314;66;16,25;SE;3;2461,05315;745,1970036;0,000417176;0,000408636;2,3967E-05;5167104;160180224;24113152;189460480;0,004387117;0,003729513;1;Lat312Lon314;SE;Lat312Lon314;Won_3
Lat312Lon315;312;315;66;16,875;SE;3;2407,79622;748,0779286;0,000415569;0,000407062;2,44971E-05;1722368;708754432;2583552;713060352;0,004292181;0,003743931;1;Lat312Lon315;SE;Lat312Lon315;Won_3
Lat312Lon316;312;316;66;17,5;SE;3;2279,39573;744,8451968;0,000417373;0,000408829;2,5877E-05;0;1882548224;0;1882548224;0,004063292;0,003727752;1;Lat312Lon316;SE;Lat312Lon316;Won_3
Lat312Lon317;312;317;66;18,125;SE;3;2137,61993;734,2634981;0,000423388;0,000414721;2,75933E-05;7750656;2388924416;5167104;2401842176;0,00381056;0,003674794;1;Lat312Lon317;SE;Lat312Lon317;Won_3
Lat312Lon318;312;318;66;18,75;SE;3;2004,42293;734,1543185;0,000423451;0,000414782;2,94269E-05;0;2428538880;0;2428538880;0,00357312;0,003674247;1;Lat312Lon318;SE;Lat312Lon318;Won_3
Lat312Lon319;312;319;66;19,375;SE;3;1893,58653;729,585879;0,000426102;0,00041738;3,11494E-05;2583552;2478487552;0;2481071104;0,003375541;0,003651383;1;Lat312Lon319;SE;Lat312Lon319;Won_3
Lat312Lon320;312;320;66;20;SE;3;1794,11286;728,4514838;0,000426766;0,00041803;3,28764E-05;1722368;3169157120;0;3170879488;0,003198218;0,003645706;1;Lat312Lon320;SE;Lat312Lon320;Won_3
Lat312Lon321;312;321;66;20,625;SE;3;1716,20725;726,7275975;0,000427778;0,000419021;3,43688E-05;5167104;3196715008;0;3201882112;0,003059342;0,003637078;1;Lat312Lon321;SE;Lat312Lon321;Won_3
Lat312Lon322;312;322;66;21,25;SE;3;1725,12185;725,6133292;0,000428435;0,000419665;3,41912E-05;4305920;3208771584;0;3213077504;0,003075233;0,003631502;1;Lat312Lon322;SE;Lat312Lon322;Won_3
Lat312Lon323;312;323;66;21,875;SE;3;1805,3628;730,4185794;0,000425616;0,000416904;3,26715E-05;42198016;3101123584;0;3143321600;0,003218272;0,003655551;1;Lat312Lon323;SE;Lat312Lon323;Won_3
Lat312Lon324;312;324;66;22,5;SE;3;1887,1031;728,1649973;0,000426934;0,000418194;3,12564E-05;23251968;2661058560;0;2684310528;0,003363984;0,003644272;1;Lat312Lon324;SE;Lat312Lon324;Won_3
Lat312Lon325;312;325;66;23,125;SE;3;2109,9942;729,9942027;0,000425864;0,000417146;2,79546E-05;12917760;2779040768;3444736;2795403264;0,003761313;0,003653427;1;Lat312Lon325;SE;Lat312Lon325;Won_3
Lat312Lon326;312;326;66;23,75;SE;3;2163,67331;724,5125295;0,000429086;0,000420302;2,7261E-05;21529600;2448346112;0;2469875712;0,003857003;0,003625993;1;Lat312Lon326;SE;Lat312Lon326;Won_3
Lat313Lon309;313;309;66,5;13,125;NO;3;3297,5119;704,6462088;0,000441183;0,000432152;1,78874E-05;0;63727616;108509184;172236800;0,007869096;0,005597629;1;Lat313Lon309;NO;Lat313Lon309;Won_3
Lat313Lon310;313;310;66,5;13,75;NO;3;3071,17912;709,60338;0,000438101;0,000429133;1,92057E-05;0;145540096;228213760;373753856;0,007328981;0,005637009;1;Lat313Lon310;NO;Lat313Lon310;Won_3
Lat313Lon311;313;311;66,5;14,375;NO;3;2899,18304;704,857048;0,000441051;0,000432023;2,0345E-05;12917760;456427520;120565760;589911040;0,006918534;0,005599304;1;Lat313Lon311;NO;Lat313Lon311;Won_3
Lat313Lon312;313;312;66,5;15;NO;3;2788,99284;718,5810012;0,000432628;0,000423772;2,11489E-05;0;173959168;384949248;558908416;0,006655579;0,005708326;1;Lat313Lon312;NO;Lat313Lon312;Won_3
Lat313Lon313;313;313;66,5;15,625;SE;3;2789,93081;731,2414096;0,000425137;0,000416435;2,11417E-05;0;18084864;1047199744;1065284608;0,004973381;0,003659669;1;Lat313Lon313;SE;Lat313Lon313;Won_3
Lat313Lon314;313;314;66,5;16,25;SE;3;2695,81072;739,2850222;0,000420512;0,000411904;2,18799E-05;0;421118976;415090688;836209664;0,0048056;0,003699925;1;Lat313Lon314;SE;Lat313Lon314;Won_3
Lat313Lon315;313;315;66,5;16,875;SE;3;2503,50337;744,067642;0,000417809;0,000409256;2,35606E-05;0;644165632;236825600;880991232;0,00446279;0,003723861;1;Lat313Lon315;SE;Lat313Lon315;Won_3
Lat313Lon316;313;316;66,5;17,5;SE;3;2399,90453;743,8111057;0,000417953;0,000409397;2,45776E-05;0;818124800;72339456;890464256;0,004278113;0,003722577;1;Lat313Lon316;SE;Lat313Lon316;Won_3
Lat313Lon317;313;317;66,5;18,125;SE;3;2227,21218;737,2355203;0,000421681;0,000413049;2,64833E-05;0;1054089216;83534848;1137624064;0,003970268;0,003689668;1;Lat313Lon317;SE;Lat313Lon317;Won_3
Lat313Lon318;313;318;66,5;18,75;SE;3;2088,49181;718,3252216;0,000432782;0,000423923;2,82424E-05;0;989500416;3444736;992945152;0,003722983;0,003595027;1;Lat313Lon318;SE;Lat313Lon318;Won_3
Lat313Lon319;313;319;66,5;19,375;SE;3;1962,22091;723,7341999;0,000429547;0,000420754;3,00598E-05;0;1579411456;0;1579411456;0,00349789;0,003622097;1;Lat313Lon319;SE;Lat313Lon319;Won_3
Lat313Lon320;313;320;66,5;20;SE;3;1859,5346;722,9954725;0,000429986;0,000421184;3,17198E-05;5167104;2803153920;0;2808321024;0,00331484;0,0036184;1;Lat313Lon320;SE;Lat313Lon320;Won_3
Lat313Lon321;313;321;66,5;20,625;SE;3;1767,65857;720,3218422;0,000431582;0,000422748;3,33684E-05;6028288;2975390720;4305920;2985724928;0,00315106;0,003605019;1;Lat313Lon321;SE;Lat313Lon321;Won_3
Lat313Lon322;313;322;66,5;21,25;SE;3;1720,18555;716,6626718;0,000433786;0,000424906;3,42893E-05;1722368;2426816512;2583552;2431122432;0,003066434;0,003586706;1;Lat313Lon322;SE;Lat313Lon322;Won_3
Lat313Lon323;313;323;66,5;21,875;SE;3;1718,59215;713,1531033;0,000435921;0,000426997;3,43211E-05;0;2717896704;0;2717896704;0,003063593;0,003569142;1;Lat313Lon323;SE;Lat313Lon323;Won_3
Lat313Lon324;313;324;66,5;22,5;SE;3;1728,01707;720,6631947;0,000431378;0,000422547;3,41339E-05;3444736;3079593984;1722368;3084761088;0,003080394;0,003606728;1;Lat313Lon324;SE;Lat313Lon324;Won_3
Lat313Lon325;313;325;66,5;23,125;SE;3;1794,9108;716,9589134;0,000433607;0,00042473;3,28618E-05;5167104;2825544704;0;2830711808;0,00319964;0,003588189;1;Lat313Lon325;SE;Lat313Lon325;Won_3
Lat314Lon311;314;311;67;14,375;NO;3;3107,91805;708,886782;0,000438544;0,000429567;1,89786E-05;0;224769024;217879552;442648576;0,007416654;0,005631316;1;Lat314Lon311;NO;Lat314Lon311;Won_3
Lat314Lon312;314;312;67;15;NO;3;2989,43516;707,0275775;0,000439697;0,000430696;1,97308E-05;861184;453843968;205822976;660528128;0,007133909;0,005616547;1;Lat314Lon312;NO;Lat314Lon312;Won_3
Lat314Lon313;314;313;67;15,625;NO;3;2889,73439;716,2191156;0,000434055;0,000425169;2,04116E-05;1722368;308303872;252326912;562353152;0,006895986;0,005689563;1;Lat314Lon313;NO;Lat314Lon313;Won_3
Lat314Lon314;314;314;67;16,25;SE;3;2854,05637;715,1455414;0,000434706;0,000425807;2,06667E-05;0;102480896;346195968;448676864;0,005087692;0,003579113;1;Lat314Lon314;SE;Lat314Lon314;Won_3
Lat314Lon315;314;315;67;16,875;SE;3;2647,52379;721,6900697;0,000430764;0,000421946;2,22789E-05;0;45642752;515849216;561491968;0,004719523;0,003611867;1;Lat314Lon315;SE;Lat314Lon315;Won_3
Lat314Lon316;314;316;67;17,5;SE;3;2284,15366;733,3688155;0,000423904;0,000415227;2,58231E-05;0;335861760;122288128;458149888;0,004071773;0,003670316;1;Lat314Lon316;SE;Lat314Lon316;Won_3
Lat314Lon317;314;317;67;18,125;SE;3;2100,16611;732,6748637;0,000424306;0,00041562;2,80854E-05;0;406478848;63727616;470206464;0,003743794;0,003666843;1;Lat314Lon317;SE;Lat314Lon317;Won_3
Lat314Lon318;314;318;67;18,75;SE;3;2093,06039;731,2280627;0,000425145;0,000416442;2,81807E-05;0;925772800;180848640;1106621440;0,003731127;0,003659602;1;Lat314Lon318;SE;Lat314Lon318;Won_3
Lat314Lon319;314;319;67;19,375;SE;3;2115,87939;722,7939425;0,000430106;0,000421302;2,78768E-05;0;897353728;0;897353728;0,003771804;0,003617391;1;Lat314Lon319;SE;Lat314Lon319;Won_3
Lat314Lon320;314;320;67;20;SE;3;2041,22422;720,1452909;0,000431688;0,000422851;2,88964E-05;3444736;854294528;0;857739264;0,003638723;0,003604136;1;Lat314Lon320;SE;Lat314Lon320;Won_3
Lat314Lon321;314;321;67;20,625;SE;3;1930,61652;716,9522764;0,000433611;0,000424734;3,05519E-05;21529600;2183962624;24113152;2229605376;0,003441552;0,003588156;1;Lat314Lon321;SE;Lat314Lon321;Won_3
Lat314Lon322;314;322;67;21,25;SE;3;1857,73504;711,0300623;0,000437222;0,000428272;3,17505E-05;5167104;2820377600;18084864;2843629568;0,003311632;0,003558516;1;Lat314Lon322;SE;Lat314Lon322;Won_3
Lat314Lon323;314;323;67;21,875;SE;3;1817,29792;713,2161044;0,000435882;0,000426959;3,2457E-05;5167104;2553410560;1722368;2560300032;0,003239548;0,003569457;1;Lat314Lon323;SE;Lat314Lon323;Won_3
Lat314Lon324;314;324;67;22,5;SE;3;1797,15973;710,6302355;0,000437468;0,000428513;3,28207E-05;4305920;2498294784;1722368;2504323072;0,003203649;0,003556515;1;Lat314Lon324;SE;Lat314Lon324;Won_3
Lat314Lon325;314;325;67;23,125;SE;3;1817,92583;710,1456804;0,000437767;0,000428805;3,24458E-05;5167104;2772151296;0;2777318400;0,003240667;0,00355409;1;Lat314Lon325;SE;Lat314Lon325;Won_3
Lat314Lon326;314;326;67;23,75;SE;3;1860,54463;706,8160034;0,000439829;0,000430825;3,17025E-05;861184;1598357504;0;1599218688;0,00331664;0,003537426;1;Lat314Lon326;SE;Lat314Lon326;Won_3
Lat315Lon312;315;312;67,5;15;NO;3;3005,86265;698,9383608;0,000444786;0,000435681;1,9623E-05;1722368;182571008;67172352;251465728;0,007173111;0,005552287;1;Lat315Lon312;NO;Lat315Lon312;Won_3
Lat315Lon313;315;313;67,5;15,625;NO;3;2887,94908;695,9742303;0,000446681;0,000437537;2,04242E-05;5167104;226491392;316915712;548574208;0,006891726;0,00552874;1;Lat315Lon313;NO;Lat315Lon313;Won_3
Lat315Lon314;315;314;67,5;16,25;SE;3;2791,81028;696,9251117;0,000446071;0,00043694;2,11275E-05;0;45642752;302275584;347918336;0,004976731;0,003487925;1;Lat315Lon314;SE;Lat315Lon314;Won_3
Lat315Lon315;315;315;67,5;16,875;SE;3;2753,05962;702,1262423;0,000442767;0,000433703;2,14249E-05;0;20668416;180848640;201517056;0,004907653;0,003513955;1;Lat315Lon315;SE;Lat315Lon315;Won_3
Lat315Lon316;315;316;67,5;17,5;SE;3;2569,59056;712,26593;0,000436464;0,000427529;2,29546E-05;0;32724992;7750656;40475648;0,004580598;0,003564702;1;Lat315Lon316;SE;Lat315Lon316;Won_3
Lat315Lon317;315;317;67,5;18,125;SE;3;2222,23071;725,3922757;0,000428566;0,000419793;2,65427E-05;861184;8611840;77506560;86979584;0,003961388;0,003630395;1;Lat315Lon317;SE;Lat315Lon317;Won_3
Lat315Lon318;315;318;67,5;18,75;SE;3;2089,59485;726,3629473;0,000427993;0,000419232;2,82275E-05;0;70617088;249743360;320360448;0,003724949;0,003635253;1;Lat315Lon318;SE;Lat315Lon318;Won_3
Lat315Lon319;315;319;67,5;19,375;SE;3;2189,3586;719,6687038;0,000431974;0,000423131;2,69412E-05;0;261799936;63727616;325527552;0,00390279;0,003601751;1;Lat315Lon319;SE;Lat315Lon319;Won_3
Lat315Lon320;315;320;67,5;20;SE;3;2245,33892;710,7266521;0,000437409;0,000428455;2,62695E-05;0;301414400;0;301414400;0,004002581;0,003556998;1;Lat315Lon320;SE;Lat315Lon320;Won_3
Lat315Lon321;315;321;67,5;20,625;SE;3;2186,51147;705,549698;0,000440618;0,000431599;2,69763E-05;0;860322816;1722368;862045184;0,003897714;0,003531089;1;Lat315Lon321;SE;Lat315Lon321;Won_3
Lat315Lon322;315;322;67,5;21,25;SE;3;2019,34361;708,3418764;0,000438881;0,000429897;2,92095E-05;1722368;2573217792;7750656;2582690816;0,003599718;0,003545063;1;Lat315Lon322;SE;Lat315Lon322;Won_3
Lat315Lon323;315;323;67,5;21,875;SE;3;1924,87462;705,6478364;0,000440557;0,000431539;3,0643E-05;0;2241661952;0;2241661952;0,003431316;0,00353158;1;Lat315Lon323;SE;Lat315Lon323;Won_3
Lat315Lon324;315;324;67,5;22,5;SE;3;1902,19949;707,5142962;0,000439395;0,0004304;3,10083E-05;17223680;2169322496;0;2186546176;0,003390895;0,003540921;1;Lat315Lon324;SE;Lat315Lon324;Won_3
Lat315Lon325;315;325;67,5;23,125;SE;3;1916,04758;706,763989;0,000439861;0,000430857;3,07842E-05;0;2486238208;6028288;2492266496;0,003415581;0,003537166;1;Lat315Lon325;SE;Lat315Lon325;Won_3
Lat316Lon309;316;309;68;13,125;NO;2;3260,88156;688,8331822;0,000451311;0,000442073;1,80884E-05;0;3444736;40475648;43920384;0,007781682;0,005472013;1;Lat316Lon309;NO;Lat316Lon309;Won_2
Lat316Lon313;316;313;68;15,625;NO;3;2832,13449;687,2161518;0,000452373;0,000443113;2,08267E-05;0;256632832;116259840;372892672;0,006758531;0,005459167;1;Lat316Lon313;NO;Lat316Lon313;Won_3
Lat316Lon314;316;314;68;16,25;NO;3;2751,70156;687,8891311;0,000451931;0,000442679;2,14355E-05;0;279023616;318638080;597661696;0,006566588;0,005464513;1;Lat316Lon314;NO;Lat316Lon314;Won_3
Lat316Lon315;316;315;68;16,875;NO;3;2604,66532;692,7075993;0,000448787;0,0004396;2,26455E-05;0;122288128;610579456;732867584;0,006215705;0,00550279;1;Lat316Lon315;NO;Lat316Lon315;Won_3
Lat316Lon316;316;316;68;17,5;SE;3;2454,57065;697,1316331;0,000445939;0,00043681;2,40303E-05;0;49948672;581299200;631247872;0,004375562;0,003488958;1;Lat316Lon316;SE;Lat316Lon316;Won_3
Lat316Lon317;316;317;68;18,125;SE;3;2391,52166;699,7894832;0,000444245;0,000435151;2,46638E-05;0;8611840;766453760;775065600;0,004263169;0,00350226;1;Lat316Lon317;SE;Lat316Lon317;Won_3
Lat316Lon318;316;318;68;18,75;SE;3;2225,17249;714,7195981;0,000434965;0,000426061;2,65076E-05;0;122288128;238547968;360836096;0,003966632;0,003576982;1;Lat316Lon318;SE;Lat316Lon318;Won_3
Lat316Lon319;316;319;68;19,375;SE;3;2250,81139;712,1013045;0,000436564;0,000427628;2,62057E-05;0;335000576;319499264;654499840;0,004012337;0,003563878;1;Lat316Lon319;SE;Lat316Lon319;Won_3
Lat316Lon320;316;320;68;20;SE;3;2376,77756;707,5663033;0,000439363;0,000430369;2,48168E-05;28419072;567520256;24974336;620913664;0,004236886;0,003541181;1;Lat316Lon320;SE;Lat316Lon320;Won_3
Lat316Lon321;316;321;68;20,625;SE;3;2347,86945;702,8911088;0,000442285;0,000433231;2,51224E-05;4305920;1214269440;0;1218575360;0,004185354;0,003517783;1;Lat316Lon321;SE;Lat316Lon321;Won_3
Lat316Lon322;316;322;68;21,25;SE;3;2344,40935;693,8919516;0,000448021;0,00043885;2,51594E-05;2583552;1005001728;0;1007585280;0,004179186;0,003472745;1;Lat316Lon322;SE;Lat316Lon322;Won_3
Lat316Lon323;316;323;68;21,875;SE;3;2258,47866;698,5951766;0,000445005;0,000435895;2,61167E-05;6889472;915438592;8611840;930939904;0,004026004;0,003496283;1;Lat316Lon323;SE;Lat316Lon323;Won_3
Lat316Lon324;316;324;68;22,5;SE;3;2222,61273;699,0252679;0,000444731;0,000435627;2,65381E-05;0;1060978688;1722368;1062701056;0,003962069;0,003498436;1;Lat316Lon324;SE;Lat316Lon324;Won_3
Lat316Lon325;316;325;68;23,125;SE;3;2262,23627;697,0054173;0,00044602;0,000436889;2,60733E-05;2583552;1892021248;0;1894604800;0,004032703;0,003488327;1;Lat316Lon325;SE;Lat316Lon325;Won_3
Lat317Lon313;317;313;68,5;15,625;NO;3;2591,12183;667,649475;0,000465631;0,000456099;2,27639E-05;1722368;171375616;132622336;305720320;0,006183385;0,005303732;1;Lat317Lon313;NO;Lat317Lon313;Won_3
Lat317Lon314;317;314;68,5;16,25;NO;3;2353,74436;674,0139279;0,000461234;0,000451792;2,50596E-05;0;336722944;213573632;550296576;0,005616914;0,00535429;1;Lat317Lon314;NO;Lat317Lon314;Won_3
Lat317Lon315;317;315;68,5;16,875;NO;3;2175,15205;680,1214704;0,000457092;0,000447735;2,71172E-05;6889472;540823552;134344704;682057728;0,005190726;0,005402808;1;Lat317Lon315;NO;Lat317Lon315;Won_3
Lat317Lon317;317;317;68,5;18,125;SE;3;2188,63249;683,7682452;0,000454654;0,000445347;2,69502E-05;0;100758528;617468928;718227456;0,003901495;0,003422078;1;Lat317Lon317;SE;Lat317Lon317;Won_3
Lat317Lon318;317;318;68,5;18,75;SE;3;2257,89717;685,777264;0,000453322;0,000444043;2,61234E-05;0;111092736;262661120;373753856;0,004024968;0,003432133;1;Lat317Lon318;SE;Lat317Lon318;Won_3
Lat317Lon319;317;319;68,5;19,375;NO;3;2257,68376;697,5693604;0,000445659;0,000436536;2,61259E-05;0;68033536;200655872;268689408;0,005387677;0,005541412;1;Lat317Lon319;NO;Lat317Lon319;Won_3
Lat317Lon320;317;320;68,5;20;NO;3;2452,24299;697,7239931;0,00044556;0,000436439;2,40531E-05;0;315193344;235964416;551157760;0,005851968;0,00554264;1;Lat317Lon320;NO;Lat317Lon320;Won_3
Lat317Lon321;317;321;68,5;20,625;SE;3;2682,57801;692,1387513;0,000449156;0,000439961;2,19878E-05;0;9473024;94730240;104203264;0,004782012;0,00346397;1;Lat317Lon321;SE;Lat317Lon321;Won_3
Lat317Lon322;317;322;68,5;21,25;SE;3;2583,04469;694,4840637;0,000447639;0,000438476;2,28351E-05;0;173097984;62005248;235103232;0,004604582;0,003475708;1;Lat317Lon322;SE;Lat317Lon322;Won_3
Lat317Lon323;317;323;68,5;21,875;SE;3;2547,36964;688,8975051;0,000451269;0,000442031;2,31549E-05;0;582160384;12056576;594216960;0,004540987;0,003447749;1;Lat317Lon323;SE;Lat317Lon323;Won_3
Lat318Lon313;318;313;69;15,625;NO;3;3084,28999;663,26703;0,000468707;0,000459113;1,9124E-05;0;138650624;85257216;223907840;0,007360268;0,005268918;1;Lat318Lon313;NO;Lat318Lon313;Won_3
Lat318Lon317;318;317;69;18,125;NO;3;2126,37155;666,850953;0,000466188;0,000456645;2,77393E-05;18084864;852572160;182571008;1053228032;0,005074317;0,005297388;1;Lat318Lon317;NO;Lat318Lon317;Won_3
Lat318Lon318;318;318;69;18,75;NO;3;2085,65675;676,4320889;0,000459585;0,000450177;2,82808E-05;18946048;798317568;198072320;1015335936;0,004977156;0,0053735;1;Lat318Lon318;NO;Lat318Lon318;Won_3
Lat318Lon319;318;319;69;19,375;NO;3;2033,60679;681,4388089;0,000456208;0,00044687;2,90046E-05;4305920;675168256;272134144;951608320;0,004852946;0,005413272;1;Lat318Lon319;NO;Lat318Lon319;Won_3
Lat318Lon320;318;320;69;20;NO;3;2056,93371;684,2490855;0,000454335;0,000445034;2,86757E-05;0;123149312;466761728;589911040;0,004908612;0,005435597;1;Lat318Lon320;NO;Lat318Lon320;Won_3
Lat318Lon321;318;321;69;20,625;SE;3;2271,60858;685,0913918;0,000453776;0,000444487;2,59657E-05;0;199794688;465900544;665695232;0,00404941;0,0034287;1;Lat318Lon321;SE;Lat318Lon321;Won_3
Lat318Lon324;318;324;69;22,5;NO;3;2850,29911;681,7201452;0,00045602;0,000446685;2,0694E-05;0;843099136;713060352;1556159488;0,006801879;0,005415507;1;Lat318Lon324;NO;Lat318Lon324;Won_3
Lat318Lon325;318;325;69;23,125;NO;3;2994,44002;678,8336183;0,000457959;0,000448585;1,96978E-05;6889472;2097844224;452982784;2557716480;0,007145853;0,005392577;1;Lat318Lon325;NO;Lat318Lon325;Won_3
Lat318Lon326;318;326;69;23,75;NO;3;3062,34573;678,7966588;0,000457984;0,000448609;1,92611E-05;0;1147958272;1290053632;2438011904;0,007307901;0,005392284;1;Lat318Lon326;NO;Lat318Lon326;Won_3
Lat318Lon327;318;327;69;24,375;NO;3;3055,83162;677,7415733;0,000458697;0,000449307;1,93021E-05;0;1348614144;480540672;1829154816;0,007292356;0,005383902;1;Lat318Lon327;NO;Lat318Lon327;Won_3
Lat318Lon328;318;328;69;25;NO;3;2954,95571;675,7679357;0,000460037;0,00045062;1,9961E-05;0;1304693760;359113728;1663807488;0,007051628;0,005368224;1;Lat318Lon328;NO;Lat318Lon328;Won_3
