;;;;;;;h;h;MW/m2;MW/m2;MW/m2;m2;m2;m2;m2;;;;Mapping;;;
ID;NASA_Lat;NASA_Long;DEC_Lat;DEC_Long;CNTR_ID;class;VLH_wind;VLH_pv;a_spec_pv_r;a_spec_pv_u;a_spec_won;pv_area;wind_area;both_area;all_area;wind_wvlh;pv_wvlh;lu_not;_id1;_c;_id2;_won23
Lat303Lon315;303;315;61,5;16,875;SE;3;2205,15563;793,0940716;0,000391981;0,000383957;2,67482E-05;63727616;2764400640;0;2828128256;0,00393095;0,003969225;1;Lat303Lon315;SE;Lat303Lon315;Won_3
Lat304Lon296;304;296;62;5;NO;2;3112,76;764,2760701;0,000406762;0,000398435;1,89491E-05;0;3444736;68033536;71478272;0,007428208;0,006071322;1;Lat304Lon296;NO;Lat304Lon296;Won_2
Lat304Lon297;304;297;62;5,625;NO;3;2893,43078;757,8951679;0,000410186;0,000401789;2,03855E-05;0;73200640;199794688;272995328;0,006904807;0,006020633;1;Lat304Lon297;NO;Lat304Lon297;Won_3
Lat304Lon298;304;298;62;6,25;NO;3;2183,7278;766,229991;0,000405724;0,000397419;2,70107E-05;3444736;111092736;93869056;208406528;0,00521119;0,006086844;1;Lat304Lon298;NO;Lat304Lon298;Won_3
Lat304Lon299;304;299;62;6,875;NO;3;2075,43365;778,6212533;0,000399267;0,000391094;2,84201E-05;0;74923008;53393408;128316416;0,00495276;0,006185279;1;Lat304Lon299;NO;Lat304Lon299;Won_3
Lat304Lon300;304;300;62;7,5;NO;3;2155,96548;801,4724799;0,000387884;0,000379944;2,73585E-05;0;30141440;62005248;92146688;0,005144939;0,006366806;1;Lat304Lon300;NO;Lat304Lon300;Won_3
Lat304Lon301;304;301;62;8,125;NO;3;2074,69348;818,6297606;0,000379754;0,00037198;2,84302E-05;1722368;84396032;34447360;120565760;0,004950994;0,006503102;1;Lat304Lon301;NO;Lat304Lon301;Won_3
Lat304Lon302;304;302;62;8,75;NO;3;2234,96332;816,6367528;0,000380681;0,000372888;2,63915E-05;861184;176542720;150707200;328111104;0,005333458;0,00648727;1;Lat304Lon302;NO;Lat304Lon302;Won_3
Lat304Lon303;304;303;62;9,375;NO;3;2297,63556;810,426269;0,000383598;0,000375746;2,56716E-05;1722368;258355200;277301248;537378816;0,005483017;0,006437934;1;Lat304Lon303;NO;Lat304Lon303;Won_3
Lat304Lon304;304;304;62;10;NO;3;2307,02301;800,548544;0,000388331;0,000380382;2,55671E-05;0;483985408;456427520;940412928;0,005505419;0,006359467;1;Lat304Lon304;NO;Lat304Lon304;Won_3
Lat304Lon305;304;305;62;10,625;NO;3;2140,7904;796,5521283;0,00039028;0,00038229;2,75524E-05;861184;1073035264;707032064;1780928512;0,005108726;0,00632772;1;Lat304Lon305;NO;Lat304Lon305;Won_3
Lat304Lon306;304;306;62;11,25;NO;3;2054,65572;796,264903;0,00039042;0,000382428;2,87075E-05;3444736;838793216;788844544;1631082496;0,004903176;0,006325438;1;Lat304Lon306;NO;Lat304Lon306;Won_3
Lat304Lon307;304;307;62;11,875;NO;3;2098,36645;792,6913758;0,000392181;0,000384152;2,81095E-05;0;1255606272;341890048;1597496320;0,005007486;0,00629705;1;Lat304Lon307;NO;Lat304Lon307;Won_3
Lat304Lon308;304;308;62;12,5;SE;3;2095,96156;787,7018786;0,000394665;0,000386586;2,81417E-05;1722368;1519989760;4305920;1526018048;0,003736299;0,003942238;1;Lat304Lon308;SE;Lat304Lon308;Won_3
Lat304Lon309;304;309;62;13,125;SE;3;2090,04174;779,3880327;0,000398875;0,000390709;2,82214E-05;0;1700838400;26696704;1727535104;0,003725746;0,00390063;1;Lat304Lon309;SE;Lat304Lon309;Won_3
Lat304Lon310;304;310;62;13,75;SE;3;2012,22516;779,6807338;0,000398725;0,000390563;2,93128E-05;1722368;2837601280;12056576;2851380224;0,003587029;0,003902095;1;Lat304Lon310;SE;Lat304Lon310;Won_3
Lat304Lon311;304;311;62;14,375;SE;3;1917,29159;780,0631317;0,000398529;0,000390371;3,07642E-05;7750656;2841907200;4305920;2853963776;0,003417798;0,003904009;1;Lat304Lon311;SE;Lat304Lon311;Won_3
Lat304Lon312;304;312;62;15;SE;3;1843,60638;783,7881819;0,000396635;0,000388516;3,19938E-05;5167104;3267332096;0;3272499200;0,003286446;0,003922651;1;Lat304Lon312;SE;Lat304Lon312;Won_3
Lat304Lon313;304;313;62;15,625;SE;3;1814,49802;772,319307;0,000402525;0,000394285;3,25071E-05;7750656;3311252480;0;3319003136;0,003234557;0,003865253;1;Lat304Lon313;SE;Lat304Lon313;Won_3
Lat304Lon314;304;314;62;16,25;SE;3;1780,121;774,8872729;0,000401191;0,000392979;3,31348E-05;22390784;3286278144;0;3308668928;0,003173276;0,003878105;1;Lat304Lon314;SE;Lat304Lon314;Won_3
Lat304Lon315;304;315;62;16,875;SE;3;1954,47579;779,2241657;0,000398959;0,000390792;3,01789E-05;25835520;2990892032;2583552;3019311104;0,003484084;0,00389981;1;Lat304Lon315;SE;Lat304Lon315;Won_3
Lat305Lon298;305;298;62,5;6,25;NO;3;2783,27432;762,7379904;0,000407582;0,000399238;2,11923E-05;4305920;66311168;37030912;107648000;0,006641932;0,006059104;1;Lat305Lon298;NO;Lat305Lon298;Won_3
Lat305Lon299;305;299;62,5;6,875;NO;3;2271,29247;745,4970443;0,000417008;0,000408471;2,59694E-05;4305920;199794688;42198016;246298624;0,005420153;0,005922144;1;Lat305Lon299;NO;Lat305Lon299;Won_3
Lat305Lon300;305;300;62,5;7,5;NO;3;2351,02049;780,9413663;0,000398081;0,000389932;2,50887E-05;0;94730240;53393408;148123648;0,005610413;0,00620371;1;Lat305Lon300;NO;Lat305Lon300;Won_3
Lat305Lon301;305;301;62,5;8,125;NO;3;2444,90255;791,8284582;0,000392608;0,000384571;2,41253E-05;0;64588800;54254592;118843392;0,005834451;0,006290195;1;Lat305Lon301;NO;Lat305Lon301;Won_3
Lat305Lon302;305;302;62,5;8,75;NO;3;2723,96483;795,9555454;0,000390572;0,000382577;2,16537E-05;0;22390784;22390784;44781568;0,006500398;0,00632298;1;Lat305Lon302;NO;Lat305Lon302;Won_3
Lat305Lon303;305;303;62,5;9,375;NO;3;2958,03855;795,985598;0,000390557;0,000382563;1,99402E-05;2583552;140372992;162763776;305720320;0,007058985;0,006323219;1;Lat305Lon303;NO;Lat305Lon303;Won_3
Lat305Lon304;305;304;62,5;10;NO;3;3296,52831;793,0348876;0,000392011;0,000383986;1,78928E-05;2583552;272134144;496903168;771620864;0,007866748;0,006299779;1;Lat305Lon304;NO;Lat305Lon304;Won_3
Lat305Lon305;305;305;62,5;10,625;NO;3;3369,76221;786,8148535;0,00039511;0,000387022;1,75039E-05;7750656;825014272;242853888;1075618816;0,008041512;0,006250368;1;Lat305Lon305;NO;Lat305Lon305;Won_3
Lat305Lon306;305;306;62,5;11,25;NO;3;2850,99271;778,9351562;0,000399107;0,000390937;2,06889E-05;11195392;1206518784;664834048;1882548224;0,006803534;0,006187772;1;Lat305Lon306;NO;Lat305Lon306;Won_3
Lat305Lon307;305;307;62,5;11,875;NO;3;2633,50548;786,9063316;0,000395064;0,000386977;2,23975E-05;0;702726144;616607744;1319333888;0,006284528;0,006251095;1;Lat305Lon307;NO;Lat305Lon307;Won_3
Lat305Lon308;305;308;62,5;12,5;SE;3;2530,64954;786,7352657;0,00039515;0,000387061;2,33079E-05;0;11195392;0;11195392;0,004511181;0,003937401;1;Lat305Lon308;SE;Lat305Lon308;Won_3
Lat305Lon309;305;309;62,5;13,125;SE;3;2363,10105;789,9886219;0,000393522;0,000385467;2,49604E-05;0;1587162112;0;1587162112;0,004212506;0,003953683;1;Lat305Lon309;SE;Lat305Lon309;Won_3
Lat305Lon310;305;310;62,5;13,75;SE;3;2189,64995;780,7820311;0,000398163;0,000390012;2,69376E-05;9473024;2247690240;3444736;2260608000;0,003903309;0,003907606;1;Lat305Lon310;SE;Lat305Lon310;Won_3
Lat305Lon311;305;311;62,5;14,375;SE;3;2026,27601;785,7916738;0,000395624;0,000387525;2,91096E-05;7750656;3002087424;0;3009838080;0,003612076;0,003932678;1;Lat305Lon311;SE;Lat305Lon311;Won_3
Lat305Lon312;305;312;62,5;15;SE;3;1919,69093;777,4480237;0,00039987;0,000391684;3,07258E-05;0;3100262400;0;3100262400;0,003422075;0,003890921;1;Lat305Lon312;SE;Lat305Lon312;Won_3
Lat305Lon313;305;313;62,5;15,625;SE;3;1811,25932;774,4909581;0,000401397;0,00039318;3,25652E-05;20668416;3219966976;0;3240635392;0,003228783;0,003876121;1;Lat305Lon313;SE;Lat305Lon313;Won_3
Lat305Lon314;305;314;62,5;16,25;SE;3;1765,71869;769,4504001;0,000404026;0,000395756;3,34051E-05;6028288;3270776832;0;3276805120;0,003147602;0,003850895;1;Lat305Lon314;SE;Lat305Lon314;Won_3
Lat305Lon315;305;315;62,5;16,875;SE;3;1826,69126;777,1120022;0,000400043;0,000391854;3,22901E-05;17223680;2969362432;0;2986586112;0,003256293;0,003889239;1;Lat305Lon315;SE;Lat305Lon315;Won_3
Lat305Lon316;305;316;62,5;17,5;SE;3;2158,18697;783,1337871;0,000396967;0,000388841;2,73303E-05;90424320;2128846848;1722368;2220993536;0,003847223;0,003919376;1;Lat305Lon316;SE;Lat305Lon316;Won_3
Lat306Lon300;306;300;63;7,5;NO;3;2549,74413;752,4052158;0,000413179;0,000404721;2,31333E-05;4305920;189460480;49087488;242853888;0,006084642;0,005977022;1;Lat306Lon300;NO;Lat306Lon300;Won_3
Lat306Lon301;306;301;63;8,125;NO;3;2294,71387;750,7168262;0,000414108;0,000405631;2,57043E-05;2583552;375476224;84396032;462455808;0,005476045;0,005963609;1;Lat306Lon301;NO;Lat306Lon301;Won_3
Lat306Lon302;306;302;63;8,75;NO;3;2468,11;754,1435214;0,000412227;0,000403788;2,38984E-05;861184;232519680;121426944;354807808;0,005889833;0,00599083;1;Lat306Lon302;NO;Lat306Lon302;Won_3
Lat306Lon303;306;303;63;9,375;NO;3;2794,78799;747,2145944;0,000416049;0,000407533;2,1105E-05;1722368;440926208;93869056;536517632;0,006669408;0,005935788;1;Lat306Lon303;NO;Lat306Lon303;Won_3
Lat306Lon304;306;304;63;10;NO;3;2982,70995;746,5202902;0,000416436;0,000407912;1,97753E-05;9473024;1304693760;95591424;1409758208;0,00711786;0,005930272;1;Lat306Lon304;NO;Lat306Lon304;Won_3
Lat306Lon305;306;305;63;10,625;NO;3;3203,78551;740,2129593;0,000419985;0,000411387;1,84107E-05;0;774204416;292802560;1067006976;0,007645429;0,005880168;1;Lat306Lon305;NO;Lat306Lon305;Won_3
Lat306Lon306;306;306;63;11,25;NO;3;3099,72991;757,951709;0,000410156;0,000401759;1,90288E-05;1722368;521016320;468484096;991222784;0,007397114;0,006021082;1;Lat306Lon306;NO;Lat306Lon306;Won_3
Lat306Lon307;306;307;63;11,875;NO;3;3114,12428;768,3655333;0,000404597;0,000396314;1,89408E-05;0;366003200;442648576;808651776;0,007431464;0,006103809;1;Lat306Lon307;NO;Lat306Lon307;Won_3
Lat306Lon308;306;308;63;12,5;SE;3;2849,23225;777,2909907;0,000399951;0,000391764;2,07017E-05;0;176542720;132622336;309165056;0,005079092;0,003890135;1;Lat306Lon308;SE;Lat306Lon308;Won_3
Lat306Lon309;306;309;63;13,125;SE;3;2678,49767;770,4568258;0,000403498;0,000395239;2,20213E-05;0;1198768128;37030912;1235799040;0,004774738;0,003855932;1;Lat306Lon309;SE;Lat306Lon309;Won_3
Lat306Lon310;306;310;63;13,75;SE;3;2442,11906;776,8423078;0,000400182;0,00039199;2,41528E-05;0;2022921216;6889472;2029810688;0,004353365;0,003887889;1;Lat306Lon310;SE;Lat306Lon310;Won_3
Lat306Lon311;306;311;63;14,375;SE;3;2215,88513;777,7968863;0,000399691;0,000391509;2,66187E-05;31002624;2152098816;2583552;2185684992;0,003950076;0,003892667;1;Lat306Lon311;SE;Lat306Lon311;Won_3
Lat306Lon312;306;312;63;15;SE;3;2026,46322;774,9533323;0,000401157;0,000392945;2,91069E-05;18946048;3081316352;0;3100262400;0,00361241;0,003878435;1;Lat306Lon312;SE;Lat306Lon312;Won_3
Lat306Lon313;306;313;63;15,625;SE;3;1921,18754;767,8258425;0,000404881;0,000396593;3,07018E-05;12056576;3303501824;0;3315558400;0,003424743;0,003842764;1;Lat306Lon313;SE;Lat306Lon313;Won_3
Lat306Lon314;306;314;63;16,25;SE;3;1780,49881;766,1921594;0,000405744;0,000397439;3,31278E-05;9473024;3269054464;0;3278527488;0,003173949;0,003834588;1;Lat306Lon314;SE;Lat306Lon314;Won_3
Lat306Lon315;306;315;63;16,875;SE;3;1721,38239;764,048003;0,000406883;0,000398554;3,42655E-05;12917760;3261303808;0;3274221568;0,003068567;0,003823857;1;Lat306Lon315;SE;Lat306Lon315;Won_3
Lat306Lon316;306;316;63;17,5;SE;3;1777,42519;775,8266046;0,000400706;0,000392503;3,31851E-05;34447360;3147627520;0;3182074880;0,00316847;0,003882806;1;Lat306Lon316;SE;Lat306Lon316;Won_3
Lat306Lon317;306;317;63;18,125;SE;3;2109,74667;777,3548402;0,000399918;0,000391731;2,79579E-05;9473024;1658640384;0;1668113408;0,003760872;0,003890454;1;Lat306Lon317;SE;Lat306Lon317;Won_3
Lat307Lon302;307;302;63,5;8,75;NO;3;2849,85995;745,3181533;0,000417108;0,00040857;2,06972E-05;861184;351363072;418535424;770759680;0,006800831;0,005920723;1;Lat307Lon302;NO;Lat307Lon302;Won_3
Lat307Lon303;307;303;63,5;9,375;NO;3;2719,38276;742,8172175;0,000418512;0,000409945;2,16902E-05;861184;330694656;206684160;538240000;0,006489463;0,005900856;1;Lat307Lon303;NO;Lat307Lon303;Won_3
Lat307Lon304;307;304;63,5;10;NO;3;2576,509;731,0394321;0,000425255;0,00041655;2,2893E-05;18946048;784538624;128316416;931801088;0,006148513;0,005807294;1;Lat307Lon304;NO;Lat307Lon304;Won_3
Lat307Lon306;307;306;63,5;11,25;NO;3;2943,30206;737,4920076;0,000421534;0,000412905;2,00401E-05;16362496;1222020096;38753280;1277135872;0,007023818;0,005858553;1;Lat307Lon306;NO;Lat307Lon306;Won_3
Lat307Lon307;307;307;63,5;11,875;NO;3;3024,50961;751,926554;0,000413442;0,000404979;1,9502E-05;3444736;553741312;391838720;949024768;0,00721761;0,005973219;1;Lat307Lon307;NO;Lat307Lon307;Won_3
Lat307Lon308;307;308;63,5;12,5;SE;3;3070,3644;756,2865656;0,000411059;0,000402644;1,92107E-05;0;1321917440;21529600;1343447040;0,005473287;0,003785013;1;Lat307Lon308;SE;Lat307Lon308;Won_3
Lat307Lon309;307;309;63,5;13,125;SE;3;2732,89317;762,5355186;0,00040769;0,000399344;2,1583E-05;6028288;1987612672;0;1993640960;0,004871704;0,003816288;1;Lat307Lon309;SE;Lat307Lon309;Won_3
Lat307Lon310;307;310;63,5;13,75;SE;3;2468,12456;765,3880213;0,000406171;0,000397856;2,38983E-05;9473024;3081316352;0;3090789376;0,004399723;0,003830564;1;Lat307Lon310;SE;Lat307Lon310;Won_3
Lat307Lon311;307;311;63,5;14,375;SE;3;2222,06348;771,0923071;0,000403166;0,000394913;2,65447E-05;22390784;2864297984;0;2886688768;0,00396109;0,003859112;1;Lat307Lon311;SE;Lat307Lon311;Won_3
Lat307Lon312;307;312;63,5;15;SE;3;2005,97862;767,0700355;0,00040528;0,000396984;2,94041E-05;4305920;2996920320;0;3001226240;0,003575893;0,003838982;1;Lat307Lon312;SE;Lat307Lon312;Won_3
Lat307Lon313;307;313;63,5;15,625;SE;3;1885,42902;767,5362644;0,000405034;0,000396743;3,12841E-05;3444736;3105429504;0;3108874240;0,003361;0,003841315;1;Lat307Lon313;SE;Lat307Lon313;Won_3
Lat307Lon314;307;314;63,5;16,25;SE;3;1799,26363;762,1977554;0,000407871;0,000399521;3,27823E-05;6889472;3322447872;0;3329337344;0,0032074;0,003814597;1;Lat307Lon314;SE;Lat307Lon314;Won_3
Lat307Lon315;307;315;63,5;16,875;SE;3;1692,46178;764,9188885;0,00040642;0,0003981;3,4851E-05;7750656;3297473536;0;3305224192;0,003017013;0,003828216;1;Lat307Lon315;SE;Lat307Lon315;Won_3
Lat307Lon316;307;316;63,5;17,5;SE;3;1670,11328;765,1041246;0,000406321;0,000398004;3,53174E-05;0;3293167616;0;3293167616;0,002977174;0,003829143;1;Lat307Lon316;SE;Lat307Lon316;Won_3
Lat307Lon317;307;317;63,5;18,125;SE;3;1741,84755;768,885227;0,000404323;0,000396046;3,38629E-05;8611840;3234607104;0;3243218944;0,003105049;0,003848066;1;Lat307Lon317;SE;Lat307Lon317;Won_3
Lat307Lon318;307;318;63,5;18,75;SE;3;1996,30237;764,6171036;0,00040658;0,000398257;2,95466E-05;32724992;3116624896;0;3149349888;0,003558644;0,003826705;1;Lat307Lon318;SE;Lat307Lon318;Won_3
Lat307Lon319;307;319;63,5;19,375;SE;3;2911,93902;777,0571273;0,000400071;0,000391881;2,02559E-05;3444736;2025504768;0;2028949504;0,005190875;0,003888964;1;Lat307Lon319;SE;Lat307Lon319;Won_3
Lat308Lon305;308;305;64;10,625;NO;3;2822,14913;726,3395865;0,000428007;0,000419245;2,09004E-05;0;668278784;1106621440;1774900224;0,006734702;0,005769959;1;Lat308Lon305;NO;Lat308Lon305;Won_3
Lat308Lon307;308;307;64;11,875;NO;3;2858,71691;747,9830171;0,000415622;0,000407114;2,0633E-05;861184;1102315520;113676288;1216852992;0,006821967;0,005941892;1;Lat308Lon307;NO;Lat308Lon307;Won_3
Lat308Lon308;308;308;64;12,5;NO;3;3050,67455;747,704055;0,000415777;0,000407266;1,93347E-05;1722368;344473600;65449984;411645952;0,007280049;0,005939676;1;Lat308Lon308;NO;Lat308Lon308;Won_3
Lat308Lon309;308;309;64;13,125;SE;3;3076,48469;745,6840903;0,000416903;0,000408369;1,91725E-05;0;486568960;97313792;583882752;0,005484197;0,003731951;1;Lat308Lon309;SE;Lat308Lon309;Won_3
Lat308Lon310;308;310;64;13,75;SE;3;2748,80564;750,9023108;0,000414006;0,000405531;2,1458E-05;0;955053056;79228928;1034281984;0,00490007;0,003758066;1;Lat308Lon310;SE;Lat308Lon310;Won_3
Lat308Lon311;308;311;64;14,375;SE;3;2459,9214;747,7059967;0,000415776;0,000407265;2,3978E-05;0;1644000256;861184;1644861440;0,0043851;0,00374207;1;Lat308Lon311;SE;Lat308Lon311;Won_3
Lat308Lon312;308;312;64;15;SE;3;2083,31611;760,459693;0,000408803;0,000400434;2,83126E-05;0;2281276416;0;2281276416;0,003713757;0,003805899;1;Lat308Lon312;SE;Lat308Lon312;Won_3
Lat308Lon313;308;313;64;15,625;SE;3;1849,35405;763,950539;0,000406935;0,000398605;3,18944E-05;6889472;2711007232;1722368;2719619072;0,003296692;0,003823369;1;Lat308Lon313;SE;Lat308Lon313;Won_3
Lat308Lon314;308;314;64;16,25;SE;3;1781,09071;761,7018589;0,000408136;0,000399781;3,31168E-05;7750656;3153655808;0;3161406464;0,003175004;0,003812115;1;Lat308Lon314;SE;Lat308Lon314;Won_3
Lat308Lon315;308;315;64;16,875;SE;3;1754,9092;755,8383154;0,000411302;0,000402883;3,36109E-05;0;3087344640;0;3087344640;0,003128333;0,00378277;1;Lat308Lon315;SE;Lat308Lon315;Won_3
Lat308Lon316;308;316;64;17,5;SE;3;1717,81834;756,5035603;0,000410941;0,000402529;3,43366E-05;11195392;3055480832;0;3066676224;0,003062214;0,003786099;1;Lat308Lon316;SE;Lat308Lon316;Won_3
Lat308Lon317;308;317;64;18,125;SE;3;1751,03745;752,9333117;0,000412889;0,000404437;3,36852E-05;1722368;3160545280;0;3162267648;0,003121431;0,003768231;1;Lat308Lon317;SE;Lat308Lon317;Won_3
Lat308Lon318;308;318;64;18,75;SE;3;1766,00366;758,9888922;0,000409595;0,00040121;3,33997E-05;1722368;3419761664;0;3421484032;0,00314811;0,003798538;1;Lat308Lon318;SE;Lat308Lon318;Won_3
Lat308Lon319;308;319;64;19,375;SE;3;1796,09708;757,3921086;0,000410459;0,000402056;3,28401E-05;5167104;2936637440;0;2941804544;0,003201755;0,003790546;1;Lat308Lon319;SE;Lat308Lon319;Won_3
Lat308Lon320;308;320;64;20;SE;3;2247,83535;761,8062603;0,00040808;0,000399727;2,62404E-05;80951296;3119208448;2583552;3202743296;0,004007032;0,003812638;1;Lat308Lon320;SE;Lat308Lon320;Won_3
Lat308Lon321;308;321;64;20,625;SE;3;2730,91452;765,9061802;0,000405896;0,000397587;2,15986E-05;26696704;2609387520;3444736;2639528960;0,004868177;0,003833157;1;Lat308Lon321;SE;Lat308Lon321;Won_3
Lat309Lon307;309;307;64,5;11,875;NO;3;2983,92739;726,796999;0,000427737;0,000418981;1,97672E-05;0;924050432;548574208;1472624640;0,007120766;0,005773593;1;Lat309Lon307;NO;Lat309Lon307;Won_3
Lat309Lon308;309;308;64,5;12,5;NO;3;2990,21955;730,5909889;0,000425516;0,000416805;1,97256E-05;0;1250439168;80951296;1331390464;0,007135781;0,005803732;1;Lat309Lon308;NO;Lat309Lon308;Won_3
Lat309Lon309;309;309;64,5;13,125;NO;3;3168,04487;738,8647538;0,000420751;0,000412138;1,86184E-05;0;435759104;332417024;768176128;0,007560139;0,005869458;1;Lat309Lon309;NO;Lat309Lon309;Won_3
Lat309Lon310;309;310;64,5;13,75;NO;3;3050,44482;747,2593017;0,000416024;0,000407508;1,93362E-05;0;1060117504;29280256;1089397760;0,007279501;0,005936143;1;Lat309Lon310;NO;Lat309Lon310;Won_3
Lat309Lon311;309;311;64,5;14,375;SE;3;2627,54792;750,6605186;0,000414139;0,000405662;2,24483E-05;3444736;1131595776;62005248;1197045760;0,004683914;0,003756856;1;Lat309Lon311;SE;Lat309Lon311;Won_3
Lat309Lon312;309;312;64,5;15;SE;3;2244,0914;754,715186;0,000411915;0,000403482;2,62841E-05;0;1782650880;1722368;1784373248;0,004000357;0,003777149;1;Lat309Lon312;SE;Lat309Lon312;Won_3
Lat309Lon313;309;313;64,5;15,625;SE;3;1959,50961;758,311482;0,000409961;0,000401569;3,01014E-05;2583552;2922858496;0;2925442048;0,003493057;0,003795147;1;Lat309Lon313;SE;Lat309Lon313;Won_3
Lat309Lon314;309;314;64,5;16,25;SE;3;1801,08182;752,9604933;0,000412874;0,000404423;3,27492E-05;8611840;2312279040;0;2320890880;0,003210641;0,003768367;1;Lat309Lon314;SE;Lat309Lon314;Won_3
Lat309Lon315;309;315;64,5;16,875;SE;3;1784,4144;748,5165494;0,000415326;0,000406824;3,30551E-05;12056576;2802292736;0;2814349312;0,003180929;0,003746126;1;Lat309Lon315;SE;Lat309Lon315;Won_3
Lat309Lon316;309;316;64,5;17,5;SE;3;1834,52633;739,3884017;0,000420453;0,000411846;3,21522E-05;0;2584413184;0;2584413184;0,003270259;0,003700442;1;Lat309Lon316;SE;Lat309Lon316;Won_3
Lat309Lon317;309;317;64,5;18,125;SE;3;1818,02075;748,9566244;0,000415082;0,000406585;3,24441E-05;1722368;2903912448;0;2905634816;0,003240836;0,003748329;1;Lat309Lon317;SE;Lat309Lon317;Won_3
Lat309Lon318;309;318;64,5;18,75;SE;3;1838,92133;749,0169996;0,000415048;0,000406552;3,20753E-05;18084864;3070120960;0;3088205824;0,003278094;0,003748631;1;Lat309Lon318;SE;Lat309Lon318;Won_3
Lat309Lon319;309;319;64,5;19,375;SE;3;1777,29366;754,4548946;0,000412057;0,000403622;3,31875E-05;1722368;2934053888;0;2935776256;0,003168235;0,003775846;1;Lat309Lon319;SE;Lat309Lon319;Won_3
Lat309Lon320;309;320;64,5;20;SE;3;1804,83149;748,1202778;0,000415546;0,000407039;3,26812E-05;0;3222550528;0;3222550528;0,003217325;0,003744143;1;Lat309Lon320;SE;Lat309Lon320;Won_3
Lat309Lon321;309;321;64,5;20,625;SE;3;2198,55608;756,8427586;0,000410757;0,000402348;2,68285E-05;22390784;3242357760;2583552;3267332096;0,003919185;0,003787797;1;Lat309Lon321;SE;Lat309Lon321;Won_3
Lat309Lon322;309;322;64,5;21,25;SE;3;2869,0148;768,7160508;0,000404412;0,000396134;2,0559E-05;19807232;1940247552;0;1960054784;0,005114357;0,003847219;1;Lat309Lon322;SE;Lat309Lon322;Won_3
Lat310Lon307;310;307;65;11,875;NO;2;3048,33691;717,7269341;0,000433143;0,000424276;1,93496E-05;2583552;419396608;285051904;707032064;0,007274471;0,005701541;1;Lat310Lon307;NO;Lat310Lon307;Won_2
Lat310Lon308;310;308;65;12,5;NO;3;3315,57385;716,2309598;0,000434047;0,000425162;1,779E-05;0;302275584;611440640;913716224;0,007912198;0,005689657;1;Lat310Lon308;NO;Lat310Lon308;Won_3
Lat310Lon309;310;309;65;13,125;NO;3;3230,37891;727,2803912;0,000427453;0,000418703;1,82592E-05;4305920;458149888;802623488;1265079296;0,007708891;0,005777433;1;Lat310Lon309;NO;Lat310Lon309;Won_3
Lat310Lon310;310;310;65;13,75;NO;3;3310,99774;739,7389336;0,000420254;0,000411651;1,78146E-05;2583552;434897920;149846016;587327488;0,007901278;0,005876402;1;Lat310Lon310;NO;Lat310Lon310;Won_3
Lat310Lon311;310;311;65;14,375;SE;3;2481,119904;744,905994;0,000417339;0,000408796;2,37731E-05;0;333278208;73200640;406478848;0,004422889;0,003728056;1;Lat310Lon311;SE;Lat310Lon311;Won_3
Lat310Lon312;310;312;65;15;SE;3;2515,40056;747,62959;0,000415818;0,000407306;2,34491E-05;0;421980160;15501312;437481472;0,004483998;0,003741687;1;Lat310Lon312;SE;Lat310Lon312;Won_3
Lat310Lon313;310;313;65;15,625;SE;3;2093,06921;751,9717611;0,000413417;0,000404954;2,81806E-05;2583552;1220297728;0;1222881280;0,003731143;0,003763419;1;Lat310Lon313;SE;Lat310Lon313;Won_3
Lat310Lon314;310;314;65;16,25;SE;3;1950,4474;749,2356365;0,000414927;0,000406433;3,02413E-05;2583552;2522407936;0;2524991488;0,003476902;0,003749725;1;Lat310Lon314;SE;Lat310Lon314;Won_3
Lat310Lon315;310;315;65;16,875;SE;3;1895,68818;742,3025747;0,000418802;0,000410229;3,11148E-05;5167104;2540492800;0;2545659904;0,003379288;0,003715027;1;Lat310Lon315;SE;Lat310Lon315;Won_3
Lat310Lon316;310;316;65;17,5;SE;3;1853,80576;745,5583956;0,000416974;0,000408438;3,18178E-05;4305920;2951277568;3444736;2959028224;0,003304627;0,003731322;1;Lat310Lon316;SE;Lat310Lon316;Won_3
Lat310Lon317;310;317;65;18,125;SE;3;1796,21508;740,2092103;0,000419987;0,000411389;3,28379E-05;0;2823822336;0;2823822336;0,003201965;0,00370455;1;Lat310Lon317;SE;Lat310Lon317;Won_3
Lat310Lon318;310;318;65;18,75;SE;3;1768,4719;742,2702627;0,000418821;0,000410247;3,33531E-05;9473024;2704117760;2583552;2716174336;0,00315251;0,003714865;1;Lat310Lon318;SE;Lat310Lon318;Won_3
Lat310Lon319;310;319;65;19,375;SE;3;1773,89062;740,2156383;0,000419983;0,000411386;3,32512E-05;6028288;3040840704;2583552;3049452544;0,003162169;0,003704582;1;Lat310Lon319;SE;Lat310Lon319;Won_3
Lat310Lon320;310;320;65;20;SE;3;1821,53702;745,1880687;0,000417181;0,000408641;3,23814E-05;8611840;3255275520;2583552;3266470912;0,003247104;0,003729468;1;Lat310Lon320;SE;Lat310Lon320;Won_3
Lat310Lon321;310;321;65;20,625;SE;3;1950,80022;741,7063917;0,000419139;0,000410559;3,02358E-05;23251968;3469710336;7750656;3500712960;0,003477531;0,003712043;1;Lat310Lon321;SE;Lat310Lon321;Won_3
